Business,Films,Football,Politics,Technology
0.05228519195612431,0.008485931219294328,0.0009612303748798462,0.01080879612374208,0.9105581708137189
0.0029250457038391227,0.0022331397945511387,0.9721243191284845,0.0003727171077152441,0.019502353732347006
0.0043875685557586835,0.9830281375614114,0.003844921499519385,0.01080879612374208,0.03026227303295225
0.9228519195612431,0.0044662795891022775,0.013136815123357898,0.10622437569884458,0.03227975790181574
0.017550274223034734,0.001786511835640911,0.00993271387375841,0.871785314945956,0.007397444519166106
